old_circuit_id,new_circuit_id,tipo,status,final_status,modem,plan,mac_address,city,latitude,longitude,state,terminal_id,created_at,terminated_at
PASI000016,PASI000016,ubs,Will Not Migrate,Terminated,SB2MODEM,0001-GESAC 10Mbps,NOT_AVAILABLE,ANANINDEUA,-1.4053000211715698,-48.42250061035156,PA,FTB-000307,2019-01-28,2024-01-28
PASI000022,PASI000022,ubs,Will Not Migrate,Terminated,SB2MODEM,0001-GESAC 10Mbps,NOT_AVAILABLE,ABAETETUBA,-1.811900019645691,-48.81029891967773,PA,FTB-000406,2019-02-05,2024-02-05
PASI000026,PASI000026,ubs,Other Providers,Terminated,SB2MODEM,0001-GESAC 10Mbps,NOT_AVAILABLE,BELEM,-1.4322222471237185,-48.476112365722656,PA,FTB-000491,2019-02-08,2024-02-08
PASI000018,PASI000018,ubs,Will Not Migrate,Terminated,SB2MODEM,0001-GESAC 10Mbps,NOT_AVAILABLE,BELEM,-1.3658000230789185,-48.43080139160156,PA,FTB-000554,2019-02-12,2024-02-12
PASI000024,PASI000024,ubs,Other Providers,Terminated,SB2MODEM,0001-GESAC 10Mbps,NOT_AVAILABLE,BELEM,-1.3033000230789185,-48.459999084472656,PA,FTB-000437,2019-02-06,2024-02-06
ALSI000183,ALSF000440,ubs,Migração,Ativo,SB2PLUSMODEM,0039-GESAC2 200,00A0BC760200,Igaci,-9.55317497253418,-36.750953674316406,Alagoas,FTB-000428,2019-02-05,2024-02-05
PASI001155,PASI001155,ubs,Other Providers,Terminated,SB2MODEM,0001-GESAC 10Mbps,NOT_AVAILABLE,PORTEL,-1.934000015258789,-50.81900024414063,PA,FTB-001126,2019-03-08,2024-03-08
PASI000127,PASI000127,ubs,Other Providers,Terminated,SB2MODEM,0001-GESAC 10Mbps,00A0BC3CD76F,VISEU,-1.1890000104904177,-46.141998291015625,PA,FTB-001914,2019-03-27,2024-03-27
PASI000106,PASI000106,ubs,Other Providers,Terminated,SB2MODEM,0001-GESAC 10Mbps,NOT_AVAILABLE,BREVES,-1.6779999732971191,-50.4739990234375,PA,FTB-003857,2019-05-09,2024-05-09
PASI000135,PASI000135,ubs,Will Not Migrate,Terminated,SB2MODEM,0001-GESAC 10Mbps,NOT_AVAILABLE,BAIÃO,-2.789999961853028,-49.67100143432617,PA,FTB-005966,2019-06-07,2024-06-07
PASI000136,PASI000136,ubs,Will Not Migrate,Terminated,SB2MODEM,0001-GESAC 10Mbps,NOT_AVAILABLE,BAIÃO,-3.01419997215271,-49.74860000610352,PA,FTB-006362,2019-06-12,2024-06-12
PASI000137,PASI000137,ubs,Other Providers,Terminated,SB2MODEM,0001-GESAC 10Mbps,00A0BC613B2D,BAIÃO,-2.739000082015991,-49.67100143432617,PA,FTB-003031,2019-04-20,2024-04-20
PASI000494,PASI000494,ubs,Other Providers,Terminated,SB2MODEM,0001-GESAC 10Mbps,00A0BC613B02,BAIÃO,-2.8931000232696533,-49.54219818115234,PA,FTB-005822,2019-06-05,2024-06-05
PASI000495,PASI000495,ubs,Other Providers,Terminated,SB2MODEM,0001-GESAC 10Mbps,00A0BC3A57AC,BAIÃO,-2.8136000633239746,-49.53419876098633,PA,FTB-005934,2019-06-06,2024-06-06
PASI000050,PASI000050,ubs,Other Providers,Terminated,SB2MODEM,0001-GESAC 10Mbps,00A0BC32F6E2,SALINÓPOLIS,-0.6150000095367432,-47.36399841308594,PA,FTB-001765,2019-03-22,2024-03-22
PASI000064,PASI000064,ubs,Other Providers,Terminated,SB2MODEM,0001-GESAC 10Mbps,00A0BC3E008F,BRAGANCA,-1.069100022315979,-46.74100112915039,PA,FTB-001924,2019-03-27,2024-03-27
PASI000088,PASI000088,ubs,Will Not Migrate,Terminated,SB2MODEM,0001-GESAC 10Mbps,NOT_AVAILABLE,CURUCA,-0.7170000076293945,-47.76599884033203,PA,FTB-001483,2019-03-15,2024-03-15
PASI000103,PASI000103,ubs,Will Not Migrate,Terminated,SB2MODEM,0001-GESAC 10Mbps,NOT_AVAILABLE,MUANA,-1.531000018119812,-49.22299957275391,PA,FTB-001484,2019-03-15,2024-03-15
PASI000938,PASF000263,ubs,Migração,Ativo,SB2PLUSMODEM,0039-GESAC2 200 (SB2+),00A0BC79114C,,-9.334723472595217,-50.35000228881836,PA,FTB-006739,2019-06-18,2024-06-18
PASI001157,PASI001157,ubs,Will Not Migrate,Terminated,SB2MODEM,0001-GESAC 10Mbps,NOT_AVAILABLE,SANTANA DO ARAGUAIA,-9.336400032043455,-50.33390045166016,PA,FTB-006683,2019-06-18,2024-06-18
PASI000947,PASI000947,ubs,Will Not Migrate,Terminated,SB2MODEM,0001-GESAC 10Mbps,NOT_AVAILABLE,NOVO PROGRESSO,-7.289999961853027,-55.310001373291016,PA,FTB-007694,2019-07-09,2024-07-09
PASI000112,PASI000112,ubs,Other Providers,Terminated,SB2MODEM,0001-GESAC 10Mbps,NOT_AVAILABLE,BREVES,-1.687999963760376,-50.47700119018555,PA,FTB-003841,2019-05-09,2024-05-09
AMSI000487,AMSI000487,ubs,Other Providers,Bloqueados,SB2MODEM,0001-GESAC 10Mbps,00A0BC33DEE3,BORBA,-4.047800064086914,-59.371700286865234,AM,FTB-007478,2019-07-04,2024-07-04
PASI000683,PASI000683,ubs,Other Providers,Terminated,SB2MODEM,0001-GESAC 10Mbps,NOT_AVAILABLE,PACAJÁ,-3.839299917221069,-50.637298583984375,PA,FTB-007259,2019-06-30,2024-06-30
AMSI000151,AMSI000151,ubs,Other Providers,Terminated,SB2MODEM,0001-GESAC 10Mbps,NOT_AVAILABLE,BORBA,-4.389999866485596,-59.59000015258789,AM,FTB-007303,2019-07-01,2024-07-01
AMSI000152,AMSI000152,ubs,Other Providers,Terminated,SB2MODEM,0001-GESAC 10Mbps,NOT_AVAILABLE,BORBA,-4.397799968719482,-59.598899841308594,AM,FTB-007403,2019-07-03,2024-07-03
AMSI000153,AMSI000153,ubs,Other Providers,Terminated,SB2MODEM,0001-GESAC 10Mbps,NOT_AVAILABLE,BORBA,-4.388299942016602,-59.59560012817383,AM,FTB-007341,2019-07-02,2024-07-02
AMSI000154,AMSI000154,ubs,Other Providers,Terminated,SB2MODEM,0001-GESAC 10Mbps,NOT_AVAILABLE,BORBA,-4.394400119781494,-59.58890151977539,AM,FTB-007431,2019-07-03,2024-07-03
AMSI000155,AMSI000155,ubs,Other Providers,Terminated,SB2MODEM,0001-GESAC 10Mbps,NOT_AVAILABLE,BORBA,-4.389999866485596,-59.59999847412109,AM,FTB-007345,2019-07-02,2024-07-02
AMSI000156,AMSI000156,ubs,Other Providers,Terminated,SB2MODEM,0001-GESAC 10Mbps,NOT_AVAILABLE,BORBA,-4.399199962615967,-59.598899841308594,AM,FTB-007344,2019-07-02,2024-07-02
MGSI000478,MGSI000478,ubs,Will Not Migrate,Terminated,SB2MODEM,0001-GESAC 10Mbps,NOT_AVAILABLE,MUTUM,-20.13719940185547,-41.39440155029297,MG,FTB-005032,2019-05-28,2024-05-28
PASI000057,PASI000057,ubs,Other Providers,Terminated,SB2MODEM,0001-GESAC 10Mbps,NOT_AVAILABLE,MARACANÃ,-0.8309999704360962,-47.448001861572266,PA,FTB-002411,2019-04-05,2024-04-05
PASI000124,PASI000124,ubs,Will Not Migrate,Terminated,SB2MODEM,0001-GESAC 10Mbps,NOT_AVAILABLE,ABAETETUBA,-1.8760000467300413,-48.87900161743164,PA,FTB-002682,2019-04-11,2024-04-11
PASI000611,PASI000611,ubs,Will Not Migrate,Terminated,SB2MODEM,0001-GESAC 10Mbps,NOT_AVAILABLE,ABAETETUBA,-1.746999979019165,-48.74100112915039,PA,FTB-003539,2019-04-30,2024-04-30
PASI001024,PASF001749,ubs,Migração,Ativo,SB2PLUSMODEM,0039-GESAC2 200,00A0BCAD8DC4,,-2.1616666316986084,-56.09000015258789,PA,FTB-009054,2019-08-10,2024-08-10
PASI001151,PASF001546,ubs,Migração,Ativo,SB2PLUSMODEM,0039-GESAC2 200,00A0BC97C85C,,-6.079999923706055,-49.90999984741211,PA,FTB-004008,2019-05-14,2024-05-14
AMSI000466,AMSI000466,ubs,Will Not Migrate,Terminated,SB2MODEM,0001-GESAC 10Mbps,NOT_AVAILABLE,TABATINGA,-4.21999979019165,-69.93000030517578,AM,FTB-003965,2019-05-12,2024-05-12
AMSI000467,AMSI000467,ubs,Other Providers,Terminated,SB2MODEM,0001-GESAC 10Mbps,NOT_AVAILABLE,TABATINGA,-4.231400012969971,-69.92890167236328,AM,FTB-003957,2019-05-11,2024-05-11
AMSI000468,AMSI000468,ubs,Other Providers,Terminated,SB2MODEM,0001-GESAC 10Mbps,NOT_AVAILABLE,TABATINGA,-4.236000061035156,-69.927001953125,AM,FTB-003949,2019-05-11,2024-05-11
AMSI000469,AMSI000469,ubs,Other Providers,Terminated,SB2MODEM,0001-GESAC 10Mbps,NOT_AVAILABLE,TABATINGA,-4.239999771118164,-69.94000244140625,AM,FTB-003950,2019-05-11,2024-05-11
AMSI000491,AMSI000491,ubs,Other Providers,Terminated,SB2MODEM,0001-GESAC 10Mbps,NOT_AVAILABLE,TABATINGA,-4.22599983215332,-69.94100189208984,AM,FTB-003967,2019-05-12,2024-05-12
PASI000445,PASI000445,ubs,Other Providers,Terminated,SB2MODEM,0001-GESAC 10Mbps,NOT_AVAILABLE,JACAREACANGA,-6.223800182342529,-57.76079940795898,PA,FTB-008129,2019-07-18,2024-07-18
PASI000946,PASI000946,ubs,Other Providers,Terminated,SB2MODEM,0001-GESAC 10Mbps,NOT_AVAILABLE,ITAITUBA,-4.250800132751465,-55.99470138549805,PA,FTB-006234,2019-06-11,2024-06-11
AMSI000447,AMSI000447,ubs,Other Providers,Terminated,SB2MODEM,0001-GESAC 10Mbps,NOT_AVAILABLE,PARINTINS,-2.621400117874145,-56.72829818725586,AM,FTB-007092,2019-06-27,2024-06-27
AMSI000448,AMSI000448,ubs,Other Providers,Terminated,SB2MODEM,0001-GESAC 10Mbps,NOT_AVAILABLE,PARINTINS,-2.636399984359741,-56.7317008972168,AM,FTB-008557,2019-07-26,2024-07-26
AMSI000449,AMSF000758,ubs,Migração,Ativo,SB2PLUSMODEM,0039-GESAC2 200,00A0BC6E0408,,-2.5477778911590576,-56.74583435058594,AM,FTB-007352,2019-07-02,2024-07-02
PASI001019,PASI001019,ubs,Other Providers,Terminated,SB2MODEM,0001-GESAC 10Mbps,NOT_AVAILABLE,MEDICILANDIA,-3.4653000831604004,-52.90140151977539,PA,FTB-007427,2019-07-03,2024-07-03
PASI001023,PASI001023,ubs,Other Providers,Terminated,SB2MODEM,0001-GESAC 10Mbps,NOT_AVAILABLE,MEDICILANDIA,-3.4293999671936035,-52.80690002441406,PA,FTB-007465,2019-07-04,2024-07-04
PASI001026,PASI001026,ubs,Will Not Migrate,Terminated,SB2MODEM,0001-GESAC 10Mbps,NOT_AVAILABLE,BELTERRA,-2.663599967956543,-54.838600158691406,PA,FTB-006301,2019-06-12,2024-06-12
AMSI000497,AMSI000497,ubs,Will Not Migrate,Terminated,SB2MODEM,0001-GESAC 10Mbps,NOT_AVAILABLE,PARINTINS,-2.642199993133545,-56.750301361083984,AM,FTB-008626,2019-07-27,2024-07-27
PASI001021,PASI001021,ubs,Will Not Migrate,Terminated,SB2MODEM,0001-GESAC 10Mbps,NOT_AVAILABLE,MEDICILANDIA,-3.5185999870300293,-53.14360046386719,PA,FTB-007495,2019-07-04,2024-07-04
RSSI000098,RSSI000098,ubs,Will Not Migrate,Terminated,SB2MODEM,0001-GESAC 10Mbps,NOT_AVAILABLE,PASSO DO SOBRADO,-29.748699188232425,-52.274898529052734,RS,FTB-004645,2019-05-22,2024-05-22
TOSI000089,TOSF000082,ubs,Migração,Ativo,SB2PLUSMODEM,0039-GESAC2 200 (SB2+),00A0BCB86074,,-10.861499786376951,-48.91440963745117,TO,FTB-006476,2019-06-13,2024-06-13
ROSI000137,ROSF000097,ubs,Migração,Ativo,SB2PLUSMODEM,0039-GESAC2 200,00A0BC71F3C4,,-8.739444732666016,-63.8569450378418,RO,FTB-004773,2019-05-23,2024-05-23
TOSI000105,TOSI000105,ubs,Will Not Migrate,Terminated,SB2MODEM,0001-GESAC 10Mbps,NOT_AVAILABLE,CAMPOS LINDOS,-7.968611240386963,-46.80527877807617,TO,FTB-007129,2019-06-27,2024-06-27
PASI000941,PASI000941,ubs,Will Not Migrate,Terminated,SB2MODEM,0001-GESAC 10Mbps,NOT_AVAILABLE,ANAPU,-3.471400022506714,-51.20439910888672,PA,FTB-006828,2019-06-19,2024-06-19
TOSI000135,TOSI000135,ubs,Other Providers,Terminated,SB2MODEM,0001-GESAC 10Mbps,NOT_AVAILABLE,CARRASCO BONITO,-5.32420015335083,-48.03390121459961,TO,FTB-007361,2019-07-02,2024-07-02
ROSI000041,ROSF000102,ubs,Migração,Ativo,SB2PLUSMODEM,0039-GESAC2 200,00A0BCA1EF24,,-8.856389045715332,-63.94138717651367,RO,FTB-005955,2019-06-06,2024-06-06
ROSI000042,ROSI000042,ubs,Will Not Migrate,Terminated,SB2MODEM,0001-GESAC 10Mbps,NOT_AVAILABLE,PORTO VELHO,-8.762467384338379,-63.90448760986328,RO,FTB-005579,2019-06-03,2024-06-03
ROSI000040,ROSF000101,ubs,Migração,Ativo,SB2PLUSMODEM,0039-GESAC2 200,00A0BC94AE10,,-8.738611221313477,-63.90777587890625,RO,FTB-006649,2019-06-17,2024-06-17
TOSI000110,TOSI000110,ubs,Other Providers,Terminated,SB2MODEM,0001-GESAC 10Mbps,NOT_AVAILABLE,ARAGUATINS,-5.882199764251709,-48.158599853515625,TO,FTB-007514,2019-07-04,2024-07-04
PASI000647,PASI000647,ubs,Other Providers,Terminated,SB2MODEM,0001-GESAC 10Mbps,00A0BC369215,ANAPU,-3.371900081634521,-51.3213996887207,PA,FTB-006589,2019-06-15,2024-06-15
PASI000648,PASI000648,ubs,Other Providers,Terminated,SB2MODEM,0001-GESAC 10Mbps,00A0BC48DE4A,ANAPU,-3.471699953079224,-51.20439910888672,PA,FTB-006827,2019-06-19,2024-06-19
PASI000651,PASI000651,ubs,Other Providers,Terminated,SB2MODEM,0001-GESAC 10Mbps,00A0BC339CF7,ANAPU,-3.130000114440918,-51.59000015258789,PA,FTB-006884,2019-06-22,2024-06-22
PASI000652,PASI000652,ubs,Will Not Migrate,Terminated,SB2MODEM,0001-GESAC 10Mbps,NOT_AVAILABLE,ANAPU,-3.3092000484466557,-51.41249847412109,PA,FTB-006904,2019-06-24,2024-06-24
PASI000679,PASF001084,ubs,Migração,Ativo,SB2PLUSMODEM,0039-GESAC2 200,00A0BCBE51E0,PACAJÁ,-3.6852777004241934,-50.205833435058594,PA,FTB-005695,2019-06-04,2024-06-04
PASI000681,PASI000681,ubs,Will Not Migrate,Terminated,SB2MODEM,0001-GESAC 10Mbps,NOT_AVAILABLE,PACAJÁ,-3.83489990234375,-50.637298583984375,PA,FTB-005543,2019-06-03,2024-06-03
AMSI000398,AMSI000398,ubs,Will Not Migrate,Terminated,SB2MODEM,0001-GESAC 10Mbps,NOT_AVAILABLE,Maués,-3.380000114440918,-57.720001220703125,AM,FTB-008947,2019-08-07,2024-08-07
AMSI000470,AMSI000470,ubs,Other Providers,Terminated,SB2MODEM,0001-GESAC 10Mbps,NOT_AVAILABLE,Benjamin Constant,-4.375800132751465,-70.02780151367188,AM,FTB-009528,2019-09-04,2024-09-04
AMSI000442,AMSI000442,ubs,Will Not Migrate,Terminated,SB2MODEM,0001-GESAC 10Mbps,NOT_AVAILABLE,Maués,-3.3975000381469727,-57.71969985961914,AM,FTB-009777,2019-09-28,2024-09-28
MSSI000040,MSSF000033,ubs,Migração,Ativo,SB2PLUSMODEM,0039-GESAC2 200 (SB2+),00A0BC8F4314,,-20.25305557250977,-56.06694412231445,MS,FTB-007337,2019-07-02,2024-07-02
APSI000010,APSI000010,ubs,Other Providers,Terminated,SB2MODEM,0001-GESAC 10Mbps,NOT_AVAILABLE,Oiapoque,3.725800037384033,-51.72529983520508,AP,FTB-009362,2019-08-24,2024-08-24
AMSI000056,AMSI000056,ubs,Other Providers,Terminated,SB2MODEM,0001-GESAC 10Mbps,NOT_AVAILABLE,Barreirinha,-2.7992000579833984,-57.06840133666992,AM,FTB-008442,2019-07-24,2024-07-24
ROSI000136,ROSI000136,ubs,Will Not Migrate,Terminated,SB2MODEM,0001-GESAC 10Mbps,NOT_AVAILABLE,Rolim de Moura,-11.725698471069336,-61.77814102172852,RO,FTB-009844,2019-10-07,2024-10-07
MTSI000004,MTSF000084,ubs,Migração,Ativo,SB2PLUSMODEM,0039-GESAC2 200 (SB2+),00A0BC65C6D8,,-11.199130058288574,-53.23564147949219,MT,FTB-009667,2019-09-18,2024-09-18
AMSI000479,AMSI000479,ubs,Other Providers,Terminated,SB2MODEM,0001-GESAC 10Mbps,NOT_AVAILABLE,Coari,-4.099444389343262,-63.14638900756836,AM,FTB-007251,2019-06-29,2024-06-29
ACSI000104,ACSI000104,ubs,Other Providers,Terminated,SB2MODEM,0001-GESAC 10Mbps,NOT_AVAILABLE,Sena Madureira,-9.068599700927734,-68.67109680175781,AC,FTB-008058,2019-07-16,2024-07-16
ACSI000105,ACSI000105,ubs,Will Not Migrate,Reduced,SB2MODEM,0001-GESAC 10Mbps,NOT_AVAILABLE,Santa Rosa do Purus,-9.436100006103516,-70.49299621582031,AC,FTB-011601,2020-04-08,2025-04-08
AMSI000493,AMSI000493,ubs,Other Providers,Terminated,SB2MODEM,0001-GESAC 10Mbps,NOT_AVAILABLE,Nova Olinda do Norte,-3.8877999782562256,-59.08940124511719,AM,FTB-009775,2019-09-28,2024-09-28
ACSI000103,ACSI000103,ubs,Other Providers,Terminated,SB2MODEM,0001-GESAC 10Mbps,NOT_AVAILABLE,Sena Madureira,-9.06999969482422,-68.66000366210938,AC,FTB-008059,2019-07-16,2024-07-16
AMSI000553,AMSI000553,ubs,Other Providers,Bloqueados,SB2MODEM,0001-GESAC 10Mbps,00A0BC3189D3,Envira,-7.435200214385986,-70.02680206298828,AM,FTB-011439,2020-02-07,2025-02-07
AMSI000554,AMSI000554,ubs,Other Providers,Bloqueados,SB2MODEM,0001-GESAC 10Mbps,00A0BC39B0E1,Carauari,-4.872499942779541,-66.89469909667969,AM,FTB-010040,2019-11-07,2024-11-07
AMSI000390,AMSI000390,ubs,Other Providers,Terminated,SB2MODEM,0001-GESAC 10Mbps,NOT_AVAILABLE,Jutaí,-2.7518999576568604,-66.75890350341797,AM,FTB-008717,2019-07-30,2024-07-30
AMSI000441,AMSI000441,ubs,Other Providers,Terminated,SB2MODEM,0001-GESAC 10Mbps,NOT_AVAILABLE,Humaitá,-7.502500057220459,-63.028099060058594,AM,FTB-009466,2019-08-30,2024-08-30
TOSI000098,TOSI000098,ubs,Will Not Migrate,Terminated,SB2MODEM,0001-GESAC 10Mbps,NOT_AVAILABLE,Riachinho,-6.438469886779785,-48.13740158081055,TO,FTB-007753,2019-07-10,2024-07-10
AMSI000500,AMSI000500,ubs,Other Providers,Terminated,SB2MODEM,0001-GESAC 10Mbps,NOT_AVAILABLE,Itacoatiara,-3.076900005340576,-58.53969955444336,AM,FTB-006930,2019-06-25,2024-06-25
ROSI000027,ROSF000095,ubs,Migração,Ativo,SB2PLUSMODEM,0039-GESAC2 200,00A0BC94B7C0,,-8.751111030578613,-63.84611129760742,RO,FTB-006356,2019-06-12,2024-06-12
ROSI000139,ROSF000098,ubs,Migração,Ativo,SB2PLUSMODEM,0039-GESAC2 200,00A0BC944C6C,,-8.76722240447998,-63.81833267211914,RO,FTB-006396,2019-06-13,2024-06-13
ROSI000141,ROSF000100,ubs,Migração,Ativo,SB2PLUSMODEM,0039-GESAC2 200,00A0BCA89548,,-8.735278129577637,-63.91249847412109,RO,FTB-006355,2019-06-12,2024-06-12
PASI001376,PASF000264,ubs,Migração,Ativo,SB2PLUSMODEM,0039-GESAC2 200 (SB2+),00A0BC7A2A78,,-9.336623191833496,-50.34138488769531,PA,FTB-008093,2019-07-17,2024-07-17
TOSI000143,TOSF000053,ubs,Migração,Ativo,SB2PLUSMODEM,0039-GESAC2 200 (SB2+),00A0BC51EB0C,,-12.651339530944824,-48.58942413330078,TO,FTB-006553,2019-06-14,2024-06-14
AMSI000443,AMSI000443,ubs,Other Providers,Bloqueados,SB2MODEM,0001-GESAC 10Mbps,00A0BC453C0C,Carauari,-4.881100177764893,-66.8938980102539,AM,FTB-010008,2019-11-06,2024-11-06
TOSI000104,TOSF000035,ubs,Migração,Ativo,SB2PLUSMODEM,0039-GESAC2 200 (SB2+),00A0BC941CA0,,-8.059480667114258,-48.47540283203125,TO,FTB-007603,2019-07-07,2024-07-07
AMSI000471,AMSI000471,ubs,Other Providers,Bloqueados,SB2MODEM,0001-GESAC 10Mbps,00A0BC34F43A,Amaturá,-3.360599994659424,-68.1980972290039,AM,FTB-009691,2019-09-21,2024-09-21
ROSI000039,ROSI000039,ubs,Will Not Migrate,Terminated,SB2MODEM,0001-GESAC 10Mbps,NOT_AVAILABLE,Novo Horizonte do Oeste,-11.727499961853027,-62.14690017700195,RO,FTB-009448,2019-08-29,2024-08-29
ROSI000028,ROSF000096,ubs,Migração,Ativo,SB2PLUSMODEM,0039-GESAC2 200,00A0BCAE23E4,,-8.76119327545166,-63.90044021606445,RO,FTB-007360,2019-07-02,2024-07-02
AMSI000474,AMSI000474,ubs,Will Not Migrate,Terminated,SB2MODEM,0001-GESAC 10Mbps,NOT_AVAILABLE,Coari,-4.087200164794922,-63.13639831542969,AM,FTB-008762,2019-07-31,2024-07-31
AMSI000472,AMSI000472,ubs,Other Providers,Bloqueados,SB2MODEM,0001-GESAC 10Mbps,00A0BC345BA4,Envira,-7.443600177764893,-70.02739715576172,AM,FTB-011442,2020-02-08,2025-02-08
PASI001379,PASI001379,ubs,Other Providers,Terminated,SB2MODEM,0001-GESAC 10Mbps,NOT_AVAILABLE,Bragança,-0.8460999727249146,-46.61220169067383,PA,FTB-009421,2019-08-28,2024-08-28
PASI001378,PASI001378,ubs,Other Providers,Terminated,SB2MODEM,0001-GESAC 10Mbps,NOT_AVAILABLE,Bragança,-1.0456000566482544,-46.76309967041016,PA,FTB-009449,2019-08-29,2024-08-29
ROSI000140,ROSI000140,ubs,Other Providers,Terminated,SB2MODEM,0001-GESAC 10Mbps,NOT_AVAILABLE,Porto Velho,-8.778599739074707,-63.8025016784668,RO,FTB-009846,2019-10-07,2024-10-07
PASI000976,PASI000976,ubs,Other Providers,Terminated,SB2MODEM,0001-GESAC 10Mbps,NOT_AVAILABLE,Santarém,-2.428100109100342,-54.73720169067383,PA,FTB-009817,2019-10-03,2024-10-03
AMSI000563,AMSI000563,ubs,Will Not Migrate,Terminated,SB2MODEM,0001-GESAC 10Mbps,NOT_AVAILABLE,Manicoré,-5.805300235748291,-61.29560089111328,AM,FTB-009710,2019-09-23,2024-09-23
AMSI000473,AMSI000473,ubs,Other Providers,Bloqueados,SB2MODEM,0001-GESAC 10Mbps,00A0BC343EF8,Envira,-7.4309000968933105,-70.0208969116211,AM,FTB-011438,2020-02-07,2025-02-07
MASI001654,MASI001654,ubs,Will Not Migrate,Reduced,SB2MODEM,0001-GESAC 10Mbps,NOT_AVAILABLE,Paraibano,-6.416600227355957,-43.99440002441406,MA,FTB-012753,2020-08-31,2025-08-31
RJSI000453,RJSF000081,ubs,Migração,Ativo,SB2PLUSMODEM,0039-GESAC2 200 (SB2+),00A0BC706A4C,,-22.50555992126465,-43.17938995361328,RJ,FTB-014135,2021-04-28,2026-04-28
MGSI000802,MGSI000802,ubs,Will Not Migrate,Bloqueados,SB2PLUSMODEM,0034-GESAC Brasil WiFi,00A0BCA1D43C,Nanuque,-17.839540481567383,-40.3543586730957,MG,FTB-014697,2021-09-13,2026-09-13
MGSI000804,MGSF000031,ubs,Migração,Ativo,SB2PLUSMODEM,0042-GESAC2 400 WIFI (SB2+),00A0BCA51B90,Barbacena,-21.22654914855957,-43.774391174316406,MG,FTB-014694,2021-09-12,2026-09-12
ALSI000810,ALSF000205,ubs,Migração,Ativo,SB2PLUSMODEM,0042-GESAC2 400 WIFI (SB2+),00A0BCA20450,Branquinha,-9.246500015258787,-36.01530838012695,AL,FTB-015104,2021-10-22,2026-10-22
ALSI000832,ALSI000832,ubs,Will Not Migrate,Bloqueados,SB2PLUSMODEM,0034-GESAC Brasil WiFi,00A0BCAD5548,Junqueiro,-9.92549991607666,-36.476318359375,AL,FTB-015020,2021-10-18,2026-10-18
PASI001983,PASI001983,ubs,Will Not Migrate,Bloqueados,SB2MODEM,0001-GESAC 10Mbps,00A0BC359467,Benevides,-1.3614399433135986,-48.245399475097656,PA,FTB-015203,2021-11-03,2026-11-03
ALSI000951,ALSF000314,ubs,Migração,Ativo,SB2PLUSMODEM,0042-GESAC2 400 WIFI (SB2+),00A0BC8E4F1C,Pilar,-9.59749984741211,-35.95730972290039,AL,FTB-015822,2022-01-27,2027-01-27
PASI001973,PASF000277,ubs,Migração,Ativo,SB2PLUSMODEM,0039-GESAC2 200 (SB2+),00A0BCB791AC,,-7.811378002166748,-50.76763916015625,PA,FTB-011483,2022-02-18,2027-02-18
MGSI001083,MGSF000135,ubs,Migração,Ativo,SB2PLUSMODEM,0042-GESAC2 400 WIFI (SB2+),00A0BC9EAA9C,Imbé de Minas,-19.59754943847656,-41.97137069702149,MG,FTB-016307,2022-03-15,2027-03-15
MGSI001299,MGSI001299,ubs,Will Not Migrate,Bloqueados,SB2PLUSMODEM,0034-GESAC Brasil WiFi,00A0BC8F923C,Ervália,-20.84054946899414,-42.65737915039063,MG,FTB-016623,2022-03-31,2027-03-31
ESSI000862,ESSI000862,ubs,Will Not Migrate,Bloqueados,SB2MODEM,0001-GESAC 10Mbps,00A0BC485EE7,Atílio Vivácqua,-20.91455078125,-41.19837188720703,ES,FTB-020581,2022-06-24,2027-06-24
ESSI000792,ESSI000792,ubs,Will Not Migrate,Bloqueados,SB2MODEM,0001-GESAC 10Mbps,00A0BC30294F,Brejetuba,-20.14654922485352,-41.29037094116211,ES,FTB-019484,2022-05-26,2027-05-26
ESSI000787,ESSI000787,ubs,Will Not Migrate,Bloqueados,SB2MODEM,0009-Telebras Plan 3 - 20Mbps,00A0BC3DBE12,Brejetuba,-20.14654922485352,-41.29037094116211,ES,FTB-019550,2022-05-27,2027-05-27
ESSI000794,ESSI000794,ubs,Will Not Migrate,Bloqueados,SB2MODEM,0001-GESAC 10Mbps,00A0BC3CC971,São Mateus,-18.716550827026367,-39.85935974121094,ES,FTB-020379,2022-06-16,2027-06-16
ESSI000800,ESSI000800,ubs,Will Not Migrate,Bloqueados,SB2MODEM,0009-Telebras Plan 3 - 20Mbps,00A0BC31C865,Brejetuba,-20.14654922485352,-41.29037094116211,ES,FTB-019485,2022-05-26,2027-05-26
AMSI001684,AMSF000872,ubs,Migração,Ativo,SB2MODEM,0039-GESAC2 200,00A0BC379BF3,Jutaí,-2.7474400997161865,-66.76750183105469,AM,FTB-020493,2022-06-21,2027-06-21
AMSI001915,AMSI001915,ubs,Will Not Migrate,Bloqueados,SB2MODEM,0001-GESAC 10Mbps,00A0BC403D4F,Nhamundá,-2.1864500045776367,-56.71345138549805,AM,FTB-020090,2022-06-08,2027-06-08
MGSI001559,MGSI001559,ubs,Will Not Migrate,Bloqueados,SB2MODEM,0001-GESAC 10Mbps,00A0BC3A043A,Guaraciama,-17.01449966430664,-43.67340087890625,MG,FTB-021706,2022-07-31,2027-07-31
MGSI001565,MGSI001565,ubs,Will Not Migrate,Bloqueados,SB2MODEM,0001-GESAC 10Mbps,00A0BC3A0CAB,Guaraciama,-17.014530181884766,-43.67338180541992,MG,FTB-021714,2022-07-31,2027-07-31
