old_circuit_id,new_circuit_id,tipo,status,final_status,modem,plan,mac_address,city,latitude,longitude,state,terminal_id,created_at,terminated_at
AMSI002050,AMSI002050,indigena,Will Not Migrate,Terminated,SB2MODEM,0001-GESAC 10Mbps,NOT_AVAILABLE,São Paulo de Olivença,-3.3784499168396,-68.8735122680664,AM,FTB-001963,2022-07-17,2027-07-17
AMSI001997,AMSF000974,indigena,Migração,Ativo,SB2MODEM,0039-GESAC2 200,00A0BC405C1B,São Paulo de Olivença,-3.3784499168396,-68.8735122680664,AM,FTB-020374,2022-06-15,2027-06-15
AMSI001938,AMSF000971,indigena,Migração,Ativo,SB2MODEM,0039-GESAC2 200,00A0BC339363,São Paulo de Olivença,-3.3784499168396,-68.8735122680664,AM,FTB-020998,2022-07-09,2027-07-09
AMSI002083,AMSF000970,indigena,Migração,Ativo,SB2MODEM,0039-GESAC2 200,00A0BC37077B,São Paulo de Olivença,-3.3784499168396,-68.8735122680664,AM,FTB-020301,2022-06-14,2027-06-14
AMSI001647,AMSI001647,indigena,Will Not Migrate,Bloqueados,SB2MODEM,0001-GESAC 10Mbps,00A0BC49124A,Santo Antônio do Içá,-3.102440118789673,-67.94049835205078,AM,FTB-022132,2022-08-11,2027-08-11
AMSI001645,AMSF000939,indigena,Migração,Ativo,SB2PLUSMODEM,0040-GESAC2 300 (SB2+),00A0BC74F768,Santo Antônio do Içá,-3.0961170196533203,-67.93462371826172,AM,FTB-020905,2022-07-05,2027-07-05
AMSI001644,AMSI001644,indigena,Will Not Migrate,Bloqueados,SB2MODEM,0001-GESAC 10Mbps,00A0BC4230A8,Santo Antônio do Içá,-3.102440118789673,-67.94049835205078,AM,FTB-021899,2022-08-05,2027-08-05
AMSI001643,AMSF000938,indigena,Migração,Ativo,SB2MODEM,0039-GESAC2 200,00A0BC38E20C,Santo Antônio do Içá,-3.102440118789673,-67.94049835205078,AM,FTB-020028,2022-06-06,2027-06-06
AMSI001642,AMSF000937,indigena,Migração,Ativo,SB2MODEM,0039-GESAC2 200,00A0BC33ED8B,Santo Antônio do Içá,-3.102440118789673,-67.94049835205078,AM,FTB-020904,2022-07-05,2027-07-05
AMSI001640,AMSF000935,indigena,Migração,Ativo,SB2PLUSMODEM,0042-GESAC2 400 WIFI (SB2+),00A0BC796F04,Santo Antônio do Içá,-2.8787240982055664,-68.45454406738281,AM,FTB-021922,2022-08-06,2027-08-06
AMSI002014,AMSF000941,indigena,Migração,Ativo,SB2MODEM,0039-GESAC2 200,00A0BC3973A7,Santo Antônio do Içá,-3.102440118789673,-67.94049835205078,AM,FTB-022133,2022-08-11,2027-08-11
AMSI001737,AMSF001373,indigena,Migração,Ativo,SB2PLUSMODEM,0039-GESAC2 200,NOT_AVAILABLE,São Gabriel da Cachoeira,0.6157330870628357,-69.19418334960938,Amazonas,FTB-020706,2022-06-28,2027-06-28
AMSI001718,AMSI001718,indigena,Will Not Migrate,Bloqueados,SB2MODEM,0001-GESAC 10Mbps,00A0BC33FB47,São Gabriel da Cachoeira,0.6071382164955139,-69.19546508789062,AM,FTB-020758,2022-06-29,2027-06-29
AMSI002042,AMSF000776,indigena,Migração,Ativo,SB2PLUSMODEM,0039-GESAC2 200 (SB2+),00A0BC72B990,São Gabriel da Cachoeira,-0.115753099322319,-67.08104705810547,AM,FTB-020505,2022-06-22,2027-06-22
AMSI002015,AMSI002015,indigena,Will Not Migrate,Bloqueados,SB2MODEM,0001-GESAC 10Mbps,00A0BC3A8545,São Gabriel da Cachoeira,-0.115753099322319,-67.08104705810547,AM,FTB-020461,2022-06-20,2027-06-20
AMSI001944,AMSF000775,indigena,Migração,Ativo,SB2PLUSMODEM,0039-GESAC2 200 (SB2+),00A0BC6DB4C4,São Gabriel da Cachoeira,-0.115753099322319,-67.08104705810547,AM,FTB-020433,2022-06-18,2027-06-18
AMSI001922,AMSF000969,indigena,Migração,Ativo,SB2MODEM,0039-GESAC2 200,00A0BC3E9404,São Paulo de Olivença,-3.658050775527954,-69.43026733398438,AM,FTB-021626,2022-07-29,2027-07-29
AMSI001748,AMSF000960,indigena,Migração,Ativo,SB2MODEM,0039-GESAC2 200,00A0BC48E00C,São Paulo de Olivença,-3.3784499168396,-68.8735122680664,AM,FTB-021000,2022-07-09,2027-07-09
AMSI001990,AMSF000973,indigena,Migração,Ativo,SB2MODEM,0039-GESAC2 200,00A0BC468AE1,São Paulo de Olivença,-3.3784499168396,-68.8735122680664,AM,FTB-020434,2022-06-18,2027-06-18
AMSI001969,AMSI001969,indigena,Will Not Migrate,Bloqueados,SB2MODEM,0001-GESAC 10Mbps,00A0BC3B4FF2,São Paulo de Olivença,-3.3784499168396,-68.8735122680664,AM,FTB-016488,2022-07-16,2027-07-16
AMSI001962,AMSF000972,indigena,Migração,Ativo,SB2MODEM,0039-GESAC2 200,00A0BC33AF1C,São Paulo de Olivença,-3.3784499168396,-68.8735122680664,AM,FTB-020999,2022-07-09,2027-07-09
AMSI001917,AMSF000968,indigena,Migração,Ativo,SB2MODEM,0039-GESAC2 200,00A0BC319409,São Paulo de Olivença,-3.3784499168396,-68.8735122680664,AM,FTB-020302,2022-06-14,2027-06-14
AMSI001907,AMSI001907,indigena,Other Providers,Ativo,SB2MODEM,0001-GESAC 10Mbps,00A0BC4910F0,São Paulo de Olivença,-3.3784499168396,-68.8735122680664,AM,FTB-006826,2022-07-16,2027-07-16
AMSI001857,AMSI001857,indigena,Will Not Migrate,Bloqueados,SB2MODEM,0001-GESAC 10Mbps,00A0BC3A6BB3,São Paulo de Olivença,-3.3784499168396,-68.8735122680664,AM,FTB-020416,2022-06-17,2027-06-17
AMSI001848,AMSF000965,indigena,Migração,Ativo,SB2MODEM,0039-GESAC2 200,00A0BC30A557,São Paulo de Olivença,-3.3784499168396,-68.8735122680664,AM,FTB-021146,2022-07-15,2027-07-15
AMSI001818,AMSF000963,indigena,Migração,Ativo,SB2MODEM,0039-GESAC2 200,00A0BC478308,São Paulo de Olivença,-3.3784499168396,-68.8735122680664,AM,FTB-021532,2022-07-27,2027-07-27
AMSI001812,AMSF000962,indigena,Migração,Ativo,SB2MODEM,0039-GESAC2 200,00A0BC2F56ED,São Paulo de Olivença,-3.3784499168396,-68.8735122680664,AM,FTB-021577,2022-07-28,2027-07-28
AMSI001891,AMSF000966,indigena,Migração,Ativo,SB2MODEM,0039-GESAC2 200,00A0BC47D66D,São Paulo de Olivença,-3.3784499168396,-68.8735122680664,AM,FTB-021153,2022-07-16,2027-07-16
AMSI001821,AMSF000964,indigena,Migração,Ativo,SB2MODEM,0039-GESAC2 200,00A0BC35618B,São Paulo de Olivença,-3.3784499168396,-68.8735122680664,AM,FTB-020417,2022-06-17,2027-06-17
AMSI001802,AMSF001029,indigena,Migração,Ativo,SB2MODEM,0039-GESAC2 200,00A0BC48FC65,Tabatinga,-3.798090934753418,-69.4675064086914,AM,FTB-020811,2022-06-30,2027-06-30
AMSI001760,AMSF001027,indigena,Migração,Ativo,SB2MODEM,0039-GESAC2 200,00A0BC414DFB,Tabatinga,-4.2534499168396,-69.93850708007812,AM,FTB-020854,2022-07-02,2027-07-02
AMSI001750,AMSF001020,indigena,Migração,Ativo,SB2MODEM,0039-GESAC2 200,00A0BC3A2BBC,Tabatinga,-4.2654523849487305,-69.52069091796875,AM,FTB-020757,2022-06-29,2027-06-29
AMSI002043,AMSI002043,indigena,Will Not Migrate,Bloqueados,SB2MODEM,0001-GESAC 10Mbps,00A0BC38CBD5,Tabatinga,-4.282072067260742,-69.53977966308594,AM,FTB-020704,2022-06-28,2027-06-28
AMSI001761,AMSF001028,indigena,Migração,Ativo,SB2MODEM,0039-GESAC2 200,00A0BC379172,Tabatinga,-3.8016180992126474,-69.43158721923828,AM,FTB-020810,2022-06-30,2027-06-30
AMSI001759,AMSI001759,indigena,Will Not Migrate,Bloqueados,SB2MODEM,0001-GESAC 10Mbps,00A0BC3B6E9D,Tabatinga,-4.023102760314941,-69.48490142822266,AM,FTB-020847,2022-07-01,2027-07-01
AMSI001758,AMSF001026,indigena,Migração,Ativo,SB2PLUSMODEM,0039-GESAC2 200,00A0BCA4856C,Tabatinga,-3.848888874053955,-69.42277526855469,AM,FTB-020809,2022-06-30,2027-06-30
AMSI001757,AMSI001757,indigena,Will Not Migrate,Bloqueados,SB2MODEM,0001-GESAC 10Mbps,00A0BC48E99A,Tabatinga,-4.217413425445557,-69.69002532958984,AM,FTB-020859,2022-07-02,2027-07-02
AMSI001756,AMSF001025,indigena,Migração,Ativo,SB2MODEM,0039-GESAC2 200,00A0BC418653,Tabatinga,-3.810415506362915,-69.42871856689453,AM,FTB-020808,2022-06-30,2027-06-30
AMSI001755,AMSF001024,indigena,Migração,Ativo,SB2PLUSMODEM,0039-GESAC2 200,NOT_AVAILABLE,,-8.811111450195312,-67.60305786132812,AM,FTB-020862,2022-07-03,2027-07-03
AMSI001754,AMSF001023,indigena,Migração,Ativo,SB2MODEM,0039-GESAC2 200,00A0BC33C7A0,Tabatinga,-4.070455551147461,-69.55415344238281,AM,FTB-020853,2022-07-02,2027-07-02
AMSI001752,AMSF001022,indigena,Migração,Ativo,SB2MODEM,0039-GESAC2 200,00A0BC302582,Tabatinga,-4.2293477058410645,-69.94038391113281,AM,FTB-020766,2022-06-29,2027-06-29
AMSI001749,AMSF001019,indigena,Migração,Ativo,SB2MODEM,0039-GESAC2 200,00A0BC342A3C,Tabatinga,-4.013803482055664,-69.46603393554688,AM,FTB-020841,2022-07-01,2027-07-01
AMSI001762,AMSI001762,indigena,Will Not Migrate,Bloqueados,SB2MODEM,0001-GESAC 10Mbps,00A0BC394C3C,Tabatinga,-4.231593132019043,-69.78846740722656,AM,FTB-020867,2022-07-04,2027-07-04
AMSI001763,AMSF001040,indigena,Migração,Ativo,SB2PLUSMODEM,0039-GESAC2 200,00A0BC65F6EC,Tapauá,-5.628459930419922,-63.18347930908203,AM,FTB-020136,2022-06-09,2027-06-09
AMSI001657,AMSF001090,indigena,Migração,Ativo,SB2MODEM,0039-GESAC2 200,00A0BC34D384,Tonantins,-2.8734400272369385,-67.80249786376953,AM,FTB-021627,2022-07-29,2027-07-29
AMSI001655,AMSF001089,indigena,Migração,Ativo,SB2MODEM,0039-GESAC2 200,00A0BC31FCAA,Tonantins,-2.754855155944824,-67.59959411621094,AM,FTB-021501,2022-07-26,2027-07-26
AMSI001650,AMSF001086,indigena,Migração,Ativo,SB2MODEM,0039-GESAC2 200,00A0BC31B4DF,Tonantins,-2.7549943923950195,-67.59296417236328,AM,FTB-021519,2022-07-27,2027-07-27
AMSI001659,AMSI001659,indigena,Will Not Migrate,Bloqueados,SB2MODEM,0001-GESAC 10Mbps,00A0BC370174,Uarini,-3.031741142272949,-65.19297790527344,AM,FTB-020223,2022-06-12,2027-06-12
AMSI001653,AMSI001653,indigena,Will Not Migrate,Bloqueados,SB2MODEM,0001-GESAC 10Mbps,00A0BC407693,Tonantins,-2.7554619312286377,-67.5909194946289,AM,FTB-021517,2022-07-27,2027-07-27
AMSI001649,AMSF001085,indigena,Migração,Ativo,SB2MODEM,0039-GESAC2 200,00A0BC30497C,Tonantins,-2.772311210632324,-67.66263580322266,AM,FTB-021382,2022-07-23,2027-07-23
AMSI002051,AMSF001092,indigena,Migração,Ativo,SB2MODEM,0039-GESAC2 200,00A0BC31E3B4,Tonantins,-2.764188051223755,-67.64114379882812,AM,FTB-021508,2022-07-27,2027-07-27
AMSI001384,AMSF000529,indigena,Migração,Ativo,SB2PLUSMODEM,0039-GESAC2 200 (SB2+),00A0BCC3F890,,-1.8564399480819704,-65.58148956298828,AM,FTB-000715,2022-09-19,2027-09-19
AMSI001298,AMSF000521,indigena,Migração,Ativo,SB2MODEM,0039-GESAC2 200 (SB2+),00A0BC3E0D5B,Maraã,-1.8564399480819704,-65.58148956298828,AM,FTB-020851,2022-07-02,2027-07-02
AMSI001296,AMSF000520,indigena,Migração,Ativo,SB2MODEM,0039-GESAC2 200 (SB2+),00A0BC3796F1,Maraã,-1.8564399480819704,-65.58148956298828,AM,FTB-021779,2022-08-02,2027-08-02
AMSI001271,AMSF000515,indigena,Migração,Ativo,SB2PLUSMODEM,0039-GESAC2 200 (SB2+),00A0BCB9A180,,-1.8564399480819704,-65.58148956298828,AM,FTB-000670,2022-09-18,2027-09-18
MASI001944,MASF000854,indigena,Migração,Ativo,SB2MODEM,0039-GESAC2 200,00A0BC3A814F,Grajaú,-5.819469928741455,-46.139381408691406,MA,FTB-021270,2022-07-20,2027-07-20
MASI001921,MASF000850,indigena,Migração,Ativo,SB2PLUSMODEM,0039-GESAC2 200,00A0BC729848,,-5.846871376037598,-45.58696365356445,MA,FTB-023243,2022-09-13,2027-09-13
MASI001949,MASF000856,indigena,Migração,Ativo,SB2PLUSMODEM,0039-GESAC2 200,00A0BCC3EC58,,-5.966296672821045,-45.69759368896485,MA,FTB-023242,2022-09-13,2027-09-13
MASI002042,MASI002042,indigena,Other Providers,Terminated,SB2MODEM,0001-GESAC 10Mbps,NOT_AVAILABLE,Grajaú,-5.819469928741455,-46.139381408691406,MA,FTB-004593,2022-09-15,2027-09-15
MASI002044,MASF001779,indigena,Migração,Ativo,SB2PLUSMODEM,0039-GESAC2 200,NOT_AVAILABLE,Grajaú,-5.84389591217041,-45.9709358215332,Maranhão,FTB-023304,2022-09-14,2027-09-14
PASI002890,PASF002119,indigena,Migração,Ativo,SB2PLUSMODEM,0039-GESAC2 200,00A0BCA49D8C,Bom Jesus Do Tocantins,-5.188141822814941,-48.98922729492188,PA,FTB-021015,2022-07-10,2027-07-10
TOSI000297,TOSF000140,indigena,Migração,Ativo,SB2PLUSMODEM,0039-GESAC2 200,00A0BCA50770,,-6.175007343292236,-47.48155212402344,TO,FTB-023092,2022-09-08,2027-09-08
TOSI000296,TOSF000139,indigena,Migração,Ativo,SB2PLUSMODEM,0039-GESAC2 200,00A0BCB9E710,,-6.152933120727539,-47.49431228637695,TO,FTB-023091,2022-09-08,2027-09-08
AMSI002423,AMSF000052,indigena,Migração,Ativo,SB2PLUSMODEM,0039-GESAC2 200 (SB2+),00A0BCB89694,,-0.2311110943555832,-69.57250213623047,AM,FTB-022193,2022-08-15,2027-08-15
ACSI000632,ACSI000632,indigena,Will Not Migrate,Bloqueados,SB2MODEM,0001-GESAC 10Mbps,00A0BC33DF0D,Feijó,-8.164460182189941,-70.35452270507812,AC,FTB-021621,2022-07-28,2027-07-28
AMSI002154,AMSF000406,indigena,Migração,Ativo,SB2MODEM,0039-GESAC2 200,00A0BC26453E,Borba,-4.388450145721436,-59.594459533691406,AM,FTB-022102,2022-08-11,2027-08-11
AMSI002155,AMSF000407,indigena,Migração,Ativo,SB2MODEM,0039-GESAC2 200,00A0BC419425,Borba,-4.388450145721436,-59.594459533691406,AM,FTB-022101,2022-08-11,2027-08-11
AMSI002156,AMSI002156,indigena,Will Not Migrate,Bloqueados,SB2MODEM,0001-GESAC 10Mbps,00A0BC41BABE,Borba,-4.388450145721436,-59.594459533691406,AM,FTB-022106,2022-08-11,2027-08-11
AMSI002160,AMSF000600,indigena,Migração,Ativo,SB2PLUSMODEM,0039-GESAC2 200,00A0BC520D8C,Lábrea,-7.259459972381592,-64.79849243164062,AM,FTB-010134,2022-09-27,2027-09-27
AMSI002152,AMSI002152,indigena,Will Not Migrate,Bloqueados,SB2MODEM,0001-GESAC 10Mbps,00A0BC4ACE04,Beruri,-3.898449897766113,-61.37347030639648,AM,FTB-022526,2022-08-24,2027-08-24
AMSI002153,AMSI002153,indigena,Will Not Migrate,Bloqueados,SB2MODEM,0001-GESAC 10Mbps,00A0BC3135B4,Humaitá,-7.506460189819336,-63.021480560302734,AM,FTB-022347,2022-08-19,2027-08-19
AMSI002157,AMSF001100,indigena,Migração,Ativo,SB2PLUSMODEM,0039-GESAC2 200,00A0BCB96B48,Uarini,-3.0165910720825195,-65.06461334228516,AM,FTB-022425,2022-08-22,2027-08-22
AMSI002159,AMSF001110,indigena,Migração,Ativo,SB2PLUSMODEM,0039-GESAC2 200,00A0BCB98418,Urucará,-1.5540870428085327,-58.512203216552734,AM,FTB-022709,2022-08-27,2027-08-27
AMSI002161,AMSI002161,indigena,Will Not Migrate,Bloqueados,SB2MODEM,0001-GESAC 10Mbps,00A0BC31DC21,Manaquiri,-3.428450107574463,-60.459468841552734,AM,FTB-023249,2022-09-13,2027-09-13
AMSI002162,AMSF000408,indigena,Migração,Ativo,SB2MODEM,0039-GESAC2 200,00A0BC36ECEB,Borba,-4.388450145721436,-59.594459533691406,AM,FTB-022148,2022-08-12,2027-08-12
AMSI002191,AMSF001081,indigena,Migração,Ativo,SB2PLUSMODEM,0039-GESAC2 200,00A0BCAD6750,,-3.648443937301636,-64.52699279785156,AM,FTB-022280,2022-08-18,2027-08-18
AMSI002195,AMSF000233,indigena,Migração,Ativo,SB2PLUSMODEM,0039-GESAC2 200,00A0BCB1DA38,Boca do Acre,-8.756508827209473,-67.23189544677734,AM,FTB-022811,2022-08-30,2027-08-30
AMSI002202,AMSF000462,indigena,Migração,Ativo,SB2PLUSMODEM,0039-GESAC2 200,00A0BC6DECA8,Manicoré,-5.600277900695801,-60.9900016784668,AM,FTB-006116,2022-09-26,2027-09-26
AMSI002224,AMSF000777,indigena,Migração,Ativo,SB2PLUSMODEM,0039-GESAC2 200 (SB2+),00A0BCB84FA4,São Gabriel da Cachoeira,-0.1304299980401992,-67.0895004272461,AM,FTB-022099,2022-08-11,2027-08-11
AMSI002228,AMSF000050,indigena,Migração,Ativo,SB2PLUSMODEM,0040-GESAC2 300 (SB2+),00A0BCDA6684,,0.3880555629730224,-66.64971923828125,AM,FTB-021712,2022-07-31,2027-07-31
AMSI002241,AMSI002241,indigena,Will Not Migrate,Bloqueados,SB2MODEM,0001-GESAC 10Mbps,00A0BC3C1C2B,Lábrea,-7.259459972381592,-64.79849243164062,AM,FTB-022933,2022-09-01,2027-09-01
AMSI002272,AMSI002272,indigena,Will Not Migrate,Terminated,SB2MODEM,0001-GESAC 10Mbps,NOT_AVAILABLE,Jutaí,-2.7474400997161865,-66.76750183105469,AM,FTB-007700,2022-09-23,2027-09-23
AMSI002308,AMSF001094,indigena,Migração,Ativo,SB2PLUSMODEM,0039-GESAC2 200,00A0BC4BBEF0,Tonantins,-2.8734400272369385,-67.80249786376953,AM,FTB-022799,2022-08-30,2027-08-30
AMSI002309,AMSF000051,indigena,Migração,Ativo,SB2PLUSMODEM,0040-GESAC2 300 (SB2+),00A0BCAD6000,,0.2322222143411636,-66.6683349609375,AM,FTB-021713,2022-07-31,2027-07-31
AMSI002305,AMSI002305,indigena,Other Providers,Terminated,SB2MODEM,0001-GESAC 10Mbps,NOT_AVAILABLE,Parintins,-2.6284499168396,-56.7364501953125,AM,FTB-007638,2022-09-21,2027-09-21
AMSI002354,AMSF000778,indigena,Migração,Ativo,SB2PLUSMODEM,0039-GESAC2 200 (SB2+),00A0BCB9B240,São Gabriel da Cachoeira,-0.1304299980401992,-67.0895004272461,AM,FTB-021551,2022-07-27,2027-07-27
AMSI002370,AMSI002370,indigena,Other Providers,Terminated,SB2MODEM,0001-GESAC 10Mbps,NOT_AVAILABLE,Santo Antônio do Içá,-3.102440118789673,-67.94049835205078,AM,FTB-002382,2022-09-20,2027-09-20
AMSI002375,AMSF000078,indigena,Migração,Ativo,SB2PLUSMODEM,0039-GESAC2 200,00A0BC527118,Alvarães,-3.2019450664520264,-64.855224609375,AM,FTB-022513,2022-08-24,2027-08-24
AMSI002355,AMSI002355,indigena,Other Providers,Terminated,SB2MODEM,0001-GESAC 10Mbps,NOT_AVAILABLE,Parintins,-2.6284499168396,-56.7364501953125,AM,FTB-004964,2022-09-21,2027-09-21
AMSI002376,AMSF000291,indigena,Migração,Ativo,SB2PLUSMODEM,0039-GESAC2 200,00A0BCA7B028,Careiro da Várzea,-3.353005886077881,-59.35736083984375,AM,FTB-023299,2022-09-14,2027-09-14
AMSI002377,AMSF000292,indigena,Migração,Ativo,SB2PLUSMODEM,0039-GESAC2 200,00A0BC52620C,Careiro da Várzea,-3.3543701171875,-59.32489776611328,AM,FTB-023231,2022-09-13,2027-09-13
AMSI002381,AMSI002381,indigena,Will Not Migrate,Bloqueados,SB2MODEM,0001-GESAC 10Mbps,00A0BC3654C9,Autazes,-3.5804500579833984,-59.1314582824707,AM,FTB-023133,2022-09-09,2027-09-09
AMSI002394,AMSF000295,indigena,Migração,Ativo,SB2PLUSMODEM,0039-GESAC2 200,NOT_AVAILABLE,,-10.751667022705078,-38.64055633544922,AM,FTB-023298,2022-09-14,2027-09-14
AMSI002411,AMSF000331,indigena,Migração,Ativo,SB2PLUSMODEM,0039-GESAC2 200,00A0BC6A29DC,Manacapuru,-3.164933681488037,-60.43601989746094,AM,FTB-024371,2022-09-28,2027-09-28
RRSI000603,RRSI000603,indigena,Will Not Migrate,Bloqueados,SB2MODEM,0001-GESAC 10Mbps,00A0BC3B16FF,Bonfim,3.359580039978028,-59.83346939086914,RR,FTB-021203,2022-07-19,2027-07-19
RRSI000601,RRSI000601,indigena,Will Not Migrate,Bloqueados,SB2MODEM,0001-GESAC 10Mbps,00A0BC446151,Alto Alegre,2.9795799255371094,-61.2924690246582,RR,FTB-022570,2022-08-25,2027-08-25
RRSI000602,RRSF000026,indigena,Migração,Ativo,SB2PLUSMODEM,0039-GESAC2 200,00A0BCA51994,Alto Alegre,3.3738889694213867,-61.15361022949219,RR,FTB-022644,2022-08-26,2027-08-26
RRSI000604,RRSF000159,indigena,Migração,Ativo,SB2PLUSMODEM,0039-GESAC2 200,00A0BC722398,,4.532221794128418,-60.46666717529297,RR,FTB-022808,2022-08-30,2027-08-30
RRSI000605,RRSF000110,indigena,Migração,Ativo,SB2PLUSMODEM,0039-GESAC2 200,00A0BCA8B584,,2.703739881515503,-60.5203857421875,RR,FTB-023200,2022-09-12,2027-09-12
RRSI000606,RRSI000606,indigena,Will Not Migrate,Bloqueados,SB2MODEM,0001-GESAC 10Mbps,00A0BC49AF11,Normandia,3.8805899620056152,-59.62345886230469,RR,FTB-023138,2022-09-09,2027-09-09
RRSI000607,RRSI000607,indigena,Will Not Migrate,Bloqueados,SB2MODEM,0001-GESAC 10Mbps,00A0BC345FF0,Normandia,3.8805899620056152,-59.62345886230469,RR,FTB-022866,2022-08-31,2027-08-31
RRSI000608,RRSF000160,indigena,Migração,Ativo,SB2PLUSMODEM,0039-GESAC2 200,00A0BC89A9D8,Normandia,3.8805899620056152,-59.62345886230469,RR,FTB-023087,2022-09-08,2027-09-08
RRSI000609,RRSF000161,indigena,Migração,Ativo,SB2PLUSMODEM,0039-GESAC2 200,00A0BCB8C44C,,3.8455560207366943,-59.78889083862305,RR,FTB-023086,2022-09-08,2027-09-08
RRSI000611,RRSF000028,indigena,Migração,Ativo,SB2PLUSMODEM,0039-GESAC2 200,00A0BCBE6FAC,Alto Alegre,3.2894439697265625,-61.38888931274414,RR,FTB-022643,2022-08-26,2027-08-26
RRSI000612,RRSI000612,indigena,Will Not Migrate,Bloqueados,SB2MODEM,0001-GESAC 10Mbps,00A0BC3B5FCA,Normandia,3.8805899620056152,-59.62345886230469,RR,FTB-022758,2022-08-29,2027-08-29
RRSI000613,RRSF000027,indigena,Migração,Ativo,SB2PLUSMODEM,0039-GESAC2 200,00A0BCAD74A0,Alto Alegre,3.313333034515381,-61.09027862548828,RR,FTB-022571,2022-08-25,2027-08-25
MSSI000341,MSSF000017,indigena,Migração,Ativo,SB2PLUSMODEM,0039-GESAC2 200 (SB2+),00A0BC61F188,Porto Murtinho,-21.699512481689453,-57.88349151611328,MS,FTB-020929,2022-07-06,2027-07-06
BASI003970,BASF000087,indigena,Migração,Ativo,SB2PLUSMODEM,0042-GESAC2 400 WIFI (SB2+),00A0BC97C678,Belmonte,-15.863530158996582,-38.883338928222656,BA,FTB-021919,2022-08-05,2027-08-05
PASI002468,PASF001392,indigena,Migração,Ativo,SB2PLUSMODEM,0039-GESAC2 200,00A0BCAD5C44,Capitão Poço,-1.7454500198364258,-47.065391540527344,PA,FTB-021443,2022-07-25,2027-07-25
BASI002329,BASF001443,indigena,Migração,Ativo,SB2PLUSMODEM,0039-GESAC2 200 (SB2+),00A0BCAE2D58,Cotegipe,-12.02851104736328,-44.25838088989258,BA,FTB-021310,2022-07-21,2027-07-21
ALSI001173,ALSF000423,indigena,Migração,Ativo,SB2PLUSMODEM,0039-GESAC2 200,00A0BCBB0020,Feira Grande,-9.898715019226074,-36.706180572509766,Alagoas,FTB-021480,2022-07-26,2027-07-26
PASI002888,PASF000747,indigena,Migração,Ativo,SB2PLUSMODEM,0039-GESAC2 200,00A0BC9EE9F4,Bom Jesus do Tocantins,-5.051459789276123,-48.60940170288086,PA,FTB-021662,2022-07-29,2027-07-29
PASI002889,PASF000748,indigena,Migração,Ativo,SB2PLUSMODEM,0039-GESAC2 200,00A0BC9EF888,Bom Jesus do Tocantins,-5.051459789276123,-48.60940170288086,PA,FTB-021661,2022-07-29,2027-07-29
PASI002167,PASI002167,indigena,Other Providers,Terminated,SB2PLUSMODEM,0017-Telebras SB2+ - 10Mbps,NOT_AVAILABLE,Paragominas,-2.995450019836426,-47.35338973999024,PA,FTB-004521,2022-09-20,2027-09-20
PASI002952,PASF001142,indigena,Migração,Ativo,SB2PLUSMODEM,0039-GESAC2 200,00A0BCAD7A6C,Paragominas,-3.28244423866272,-48.40582275390625,PA,FTB-003929,2022-09-19,2027-09-19
BASI003475,BASI003475,indigena,Will Not Migrate,Bloqueados,SB2MODEM,0001-GESAC 10Mbps,00A0BC34640A,Belmonte,-15.863530158996582,-38.883338928222656,BA,FTB-022500,2022-08-23,2027-08-23
TOSI000333,TOSF000021,indigena,Migração,Ativo,SB2PLUSMODEM,0039-GESAC2 200 (SB2+),00A0BCA21988,Tocantínia,-9.56449031829834,-48.37739944458008,TO,FTB-022914,2022-08-31,2027-08-31
TOSI000332,TOSF000013,indigena,Migração,Ativo,SB2PLUSMODEM,0040-GESAC2 300 (SB2+),00A0BCA50B90,Itacajá,-8.39247989654541,-47.76839828491211,TO,FTB-024356,2022-09-28,2027-09-28
TOSI000273,TOSF000005,indigena,Migração,Ativo,SB2PLUSMODEM,0039-GESAC2 200 (SB2+),00A0BC97D788,Goiatins,-8.415057182312012,-47.52354431152344,TO,FTB-022739,2022-08-28,2027-08-28
TOSI000295,TOSF000188,indigena,Migração,Ativo,SB2PLUSMODEM,0042-GESAC2 400 WIFI (SB2+),00A0BC8E5E5C,Santa Fé do Araguaia,-7.14971923828125,-49.18333435058594,TO,FTB-022656,2022-08-26,2027-08-26
ALSI001195,ALSF000353,indigena,Migração,Ativo,SB2PLUSMODEM,0042-GESAC2 400 WIFI (SB2+),00A0BCA7AE1C,Joaquim Gomes,-9.133500099182127,-35.74831008911133,AL,FTB-023555,2022-09-19,2027-09-19
PESI001081,PESF000034,indigena,Migração,Ativo,SB2PLUSMODEM,0039-GESAC2 200 (SB2+),00A0BCB1AFA0,Cabrobó,-8.512490272521973,-39.30734252929688,PE,FTB-022337,2022-08-19,2027-08-19
PESI001197,PESI001197,indigena,Will Not Migrate,Bloqueados,SB2PLUSMODEM,0017-Telebras SB2+ - 10Mbps,00A0BC94C5A8,Cabrobó,-8.512490272521973,-39.30734252929688,PE,FTB-022352,2022-08-19,2027-08-19
PESI001195,PESF000036,indigena,Migração,Ativo,SB2PLUSMODEM,0039-GESAC2 200 (SB2+),00A0BCA2076C,Cabrobó,-8.512490272521973,-39.30734252929688,PE,FTB-022356,2022-08-19,2027-08-19
PESI001086,PESF000035,indigena,Migração,Ativo,SB2PLUSMODEM,0039-GESAC2 200 (SB2+),00A0BCA1B630,Cabrobó,-8.512490272521973,-39.30734252929688,PE,FTB-022375,2022-08-19,2027-08-19
